#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_2088 -            603 901894at2759         -            339   5.9e-71  238.1  23.5   1   5   2.5e-35   5.5e-32  110.0   0.5     1    98    50   161    50   165 0.85 -
augustus_predicted_2088 -            603 901894at2759         -            339   5.9e-71  238.1  23.5   2   5   6.5e-19   1.5e-15   56.0   1.7   152   210   161   223   158   232 0.87 -
augustus_predicted_2088 -            603 901894at2759         -            339   5.9e-71  238.1  23.5   3   5   4.5e-09     1e-05   23.7   0.6   214   251   248   285   240   301 0.83 -
augustus_predicted_2088 -            603 901894at2759         -            339   5.9e-71  238.1  23.5   4   5   2.8e-07   0.00063   17.8   0.5   248   282   305   339   287   344 0.90 -
augustus_predicted_2088 -            603 901894at2759         -            339   5.9e-71  238.1  23.5   5   5   1.3e-15   2.9e-12   45.2   0.0   282   328   362   419   356   421 0.82 -
augustus_predicted_3997 -            587 901894at2759         -            339   4.5e-13   47.8  19.9   1   2   0.00025      0.57    8.0   3.8    63   124   102   163    97   208 0.83 -
augustus_predicted_3997 -            587 901894at2759         -            339   4.5e-13   47.8  19.9   2   2   5.1e-15   1.1e-11   43.2   8.2   160   291   241   386   224   414 0.70 -
augustus_predicted_817  -            713 901894at2759         -            339     7e-09   34.0   8.7   1   3   1.3e-06    0.0029   15.6   0.3    20    98    54   137    36   154 0.84 -
augustus_predicted_817  -            713 901894at2759         -            339     7e-09   34.0   8.7   2   3   7.8e-05      0.18    9.7   0.1   151   207   243   306   237   324 0.68 -
augustus_predicted_817  -            713 901894at2759         -            339     7e-09   34.0   8.7   3   3   1.1e-05     0.024   12.6   0.4   213   256   336   379   324   383 0.82 -
augustus_predicted_2566 -            546 901894at2759         -            339   3.4e-08   31.8  13.8   1   3     2e-05     0.046   11.6   0.2     4    51     8    56     5    82 0.68 -
augustus_predicted_2566 -            546 901894at2759         -            339   3.4e-08   31.8  13.8   2   3   0.00061       1.4    6.8   0.3    92   125   124   157   118   195 0.89 -
augustus_predicted_2566 -            546 901894at2759         -            339   3.4e-08   31.8  13.8   3   3   1.2e-07   0.00028   18.9   2.9   164   273   245   374   224   387 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/901894at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/901894at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/901894at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:32:01 2024
# [ok]
