#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   1   8   1.4e-18     3e-15   54.5   0.5    40    94     3    60     1    64 0.94 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   2   8   1.8e-49     4e-46  156.4   0.0    94   253   108   317    99   321 0.83 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   3   8   2.2e-10   4.9e-07   27.5   0.0   249   306   339   404   332   414 0.85 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   4   8   7.3e-05      0.16    9.3   0.1   336   356   577   597   549   609 0.87 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   5   8   5.6e-15   1.3e-11   42.6   0.0   357   406   676   728   667   741 0.85 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   6   8   5.2e-08   0.00012   19.6   0.0   408   459   753   807   747   819 0.86 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   7   8   4.4e-09   9.8e-06   23.2   0.0   460   495   873   910   867   916 0.90 -
augustus_predicted_6843 -            960 1314980at2759        -            513  4.8e-103  344.2   1.2   8   8      0.47     1e+03   -3.3   0.0   498   513   942   957   939   957 0.90 -
augustus_predicted_574  -            884 1314980at2759        -            513   1.2e-34  118.6   0.0   1   1   1.2e-35   2.7e-32  110.8   0.0    10   401    35   469    28   523 0.74 -
augustus_predicted_8509 -            339 1314980at2759        -            513    0.0027   15.1   0.0   1   1   1.6e-06    0.0036   14.7   0.0    12    80    52   123    45   138 0.85 -
augustus_predicted_7933 -            291 1314980at2759        -            513    0.0066   13.8   0.0   1   1   4.3e-06    0.0096   13.3   0.0    14    96    35   118    28   124 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/1314980at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/1314980at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/1314980at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:31:58 2024
# [ok]
