#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_1354 -            352 865202at2759         -            199   2.1e-54  183.1   4.4   1   3     7e-07    0.0013   17.4   0.3     5    79    53   161    34   164 0.70 -
augustus_predicted_1354 -            352 865202at2759         -            199   2.1e-54  183.1   4.4   2   3   2.6e-37   4.7e-34  116.7   0.2    85   170   198   287   190   295 0.88 -
augustus_predicted_1354 -            352 865202at2759         -            199   2.1e-54  183.1   4.4   3   3   2.1e-13   3.9e-10   38.6   0.0   167   199   319   351   309   351 0.93 -
augustus_predicted_226  -            404 865202at2759         -            199   4.1e-17   61.4   5.6   1   4       1.3   2.3e+03   -3.1   0.0    39    72    37    70    16    76 0.66 -
augustus_predicted_226  -            404 865202at2759         -            199   4.1e-17   61.4   5.6   2   4   0.00085       1.5    7.3   0.1    59    85   197   225   181   244 0.75 -
augustus_predicted_226  -            404 865202at2759         -            199   4.1e-17   61.4   5.6   3   4   1.1e-15   1.9e-12   46.1   0.3    90   167   263   341   257   359 0.84 -
augustus_predicted_226  -            404 865202at2759         -            199   4.1e-17   61.4   5.6   4   4    0.0002      0.37    9.3   0.1   161   192   358   390   355   397 0.82 -
augustus_predicted_6026 -            379 865202at2759         -            199   1.4e-12   46.5   2.0   1   3    0.0031       5.5    5.5   0.2    25    90    52   116    39   132 0.77 -
augustus_predicted_6026 -            379 865202at2759         -            199   1.4e-12   46.5   2.0   2   3   1.9e-11   3.5e-08   32.2   0.0    89   147   223   286   215   292 0.84 -
augustus_predicted_6026 -            379 865202at2759         -            199   1.4e-12   46.5   2.0   3   3    0.0012       2.2    6.8   0.0   166   187   344   365   339   368 0.89 -
augustus_predicted_5143 -            539 865202at2759         -            199   1.6e-09   36.6   4.4   1   2   3.2e-09   5.8e-06   25.0   1.4    89   168   352   436   249   441 0.81 -
augustus_predicted_5143 -            539 865202at2759         -            199   1.6e-09   36.6   4.4   2   2   9.9e-05      0.18   10.3   0.1   167   191   505   529   498   532 0.90 -
augustus_predicted_2674 -            548 865202at2759         -            199   4.6e-07   28.6   0.2   1   2      0.29   5.1e+02   -1.0   0.0    60    83   319   342   243   348 0.60 -
augustus_predicted_2674 -            548 865202at2759         -            199   4.6e-07   28.6   0.2   2   2   9.4e-10   1.7e-06   26.7   0.1    77   143   365   431   334   445 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/865202at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/865202at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/865202at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:32:00 2024
# [ok]
