#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   1   6     6e-35   1.8e-31  107.5   0.0     2   124    53   195    52   204 0.87 -
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   2   6         0         0 1788.2   1.4   118  1047   224  1199   213  1231 0.95 -
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   3   6   9.4e-19   2.8e-15   53.8   0.0  1067  1172  1314  1447  1271  1534 0.78 -
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   4   6   3.8e-20   1.1e-16   58.4   0.0  1226  1332  1609  1749  1554  1756 0.77 -
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   5   6   2.3e-29     7e-26   88.9   0.1  1348  1445  1802  1908  1794  1932 0.87 -
augustus_predicted_6856 -           2233 39650at2759          -           1547         0 2133.3  11.1   6   6     1e-13   3.1e-10   37.1   0.1  1452  1521  2038  2116  2033  2120 0.89 -
augustus_predicted_4635 -           1459 39650at2759          -           1547   1.8e-07   27.9   0.3   1   2   3.2e-09   9.7e-06   22.2   0.0   647   729   918  1001   913  1030 0.89 -
augustus_predicted_4635 -           1459 39650at2759          -           1547   1.8e-07   27.9   0.3   2   2    0.0013         4    3.5   0.1   812   866  1047  1107  1033  1113 0.85 -
augustus_predicted_8267 -           1591 39650at2759          -           1547   9.7e-07   25.5   2.4   1   4     0.011        34    0.5   0.0    87   151   792   861   730   872 0.74 -
augustus_predicted_8267 -           1591 39650at2759          -           1547   9.7e-07   25.5   2.4   2   4   3.4e-08    0.0001   18.8   1.0   159   272   903  1009   895  1184 0.67 -
augustus_predicted_8267 -           1591 39650at2759          -           1547   9.7e-07   25.5   2.4   3   4     0.011        32    0.6   0.0   462   531  1152  1220  1134  1226 0.79 -
augustus_predicted_8267 -           1591 39650at2759          -           1547   9.7e-07   25.5   2.4   4   4     0.011        32    0.6   0.0   644   717  1262  1330  1254  1333 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/39650at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/39650at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/39650at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:31:59 2024
# [ok]
