#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_6051 -           1444 396755at2759         -            656  3.2e-122  408.2  59.4   1   4   5.1e-13   4.5e-10   37.6   0.0     5    94   478   598   476   601 0.70 -
augustus_predicted_6051 -           1444 396755at2759         -            656  3.2e-122  408.2  59.4   2   4   4.4e-48     4e-45  153.4   5.9    91   316   619   902   615   930 0.80 -
augustus_predicted_6051 -           1444 396755at2759         -            656  3.2e-122  408.2  59.4   3   4   2.4e-67   2.1e-64  217.1  35.3   318   649   966  1400   961  1409 0.77 -
augustus_predicted_6051 -           1444 396755at2759         -            656  3.2e-122  408.2  59.4   4   4       4.4     4e+03   -5.2   7.6   624   656  1396  1427  1393  1427 0.72 -
augustus_predicted_4383 -           1191 396755at2759         -            656   3.3e-10   38.1  10.5   1   3    0.0039       3.5    4.9   0.1   298   352    50   109    39   114 0.55 -
augustus_predicted_4383 -           1191 396755at2759         -            656   3.3e-10   38.1  10.5   2   3     3e-07   0.00027   18.5   3.0   140   251   179   271   171   274 0.47 -
augustus_predicted_4383 -           1191 396755at2759         -            656   3.3e-10   38.1  10.5   3   3     0.034        31    1.8   0.0   149   182   329   362   327   368 0.86 -
augustus_predicted_3018 -            756 396755at2759         -            656   2.7e-05   21.8   4.8   1   5    0.0062       5.6    4.3   0.2   444   526     4    89     2    99 0.69 -
augustus_predicted_3018 -            756 396755at2759         -            656   2.7e-05   21.8   4.8   2   5      0.14   1.3e+02   -0.3   0.1   141   167   149   175   140   184 0.68 -
augustus_predicted_3018 -            756 396755at2759         -            656   2.7e-05   21.8   4.8   3   5    0.0013       1.2    6.5   0.1   503   540   369   406   320   436 0.77 -
augustus_predicted_3018 -            756 396755at2759         -            656   2.7e-05   21.8   4.8   4   5    0.0026       2.3    5.5   0.0   327   360   461   494   453   496 0.93 -
augustus_predicted_3018 -            756 396755at2759         -            656   2.7e-05   21.8   4.8   5   5     0.035        31    1.8   0.0   509   533   506   530   500   536 0.90 -
augustus_predicted_3937 -            400 396755at2759         -            656    0.0015   16.0   0.7   1   2   3.4e-06    0.0031   15.0   0.2   297   357    41   103    30   107 0.91 -
augustus_predicted_3937 -            400 396755at2759         -            656    0.0015   16.0   0.7   2   2      0.54   4.9e+02   -2.2   0.0   150   162   226   238   164   242 0.62 -
augustus_predicted_1808 -           2458 396755at2759         -            656    0.0026   15.2   1.7   1   2    0.0012       1.1    6.6   0.1   441   490  1589  1634  1585  1642 0.81 -
augustus_predicted_1808 -           2458 396755at2759         -            656    0.0026   15.2   1.7   2   2    0.0033       2.9    5.2   0.3   326   366  1739  1782  1705  1784 0.72 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   1   6      0.11        95    0.2   0.2   617   643    90   116    27   128 0.63 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   2   6     0.076        68    0.7   0.2   452   490   150   188   140   232 0.82 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   3   6    0.0025       2.3    5.5   0.0   319   362   405   448   379   457 0.83 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   4   6   0.00012       0.1   10.0   0.1   459   536   429   512   426   544 0.85 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   5   6     0.034        31    1.8   0.0   456   491   536   570   518   571 0.86 -
augustus_predicted_8850 -            632 396755at2759         -            656    0.0073   13.8  15.0   6   6   0.00084      0.76    7.1   0.6   297   356   562   619   557   622 0.87 -
augustus_predicted_3028 -            616 396755at2759         -            656    0.0097   13.4  12.0   1   3     0.032        29    1.9   0.1   178   248   212   284   177   291 0.67 -
augustus_predicted_3028 -            616 396755at2759         -            656    0.0097   13.4  12.0   2   3    0.0012       1.1    6.6   0.1   506   533   364   391   358   407 0.82 -
augustus_predicted_3028 -            616 396755at2759         -            656    0.0097   13.4  12.0   3   3     0.046        42    1.4   0.1   221   246   561   586   528   593 0.85 -
augustus_predicted_4438 -            773 396755at2759         -            656     0.024   12.1  11.3   1   4      0.11     1e+02    0.1   0.1   452   473   125   146    45   152 0.67 -
augustus_predicted_4438 -            773 396755at2759         -            656     0.024   12.1  11.3   2   4      0.02        18    2.6   0.5   230   259   507   536   498   563 0.90 -
augustus_predicted_4438 -            773 396755at2759         -            656     0.024   12.1  11.3   3   4    0.0066       5.9    4.2   0.0   130   168   566   604   562   609 0.74 -
augustus_predicted_4438 -            773 396755at2759         -            656     0.024   12.1  11.3   4   4   0.00037      0.33    8.3   0.3   138   205   620   687   612   747 0.78 -
augustus_predicted_288  -            347 396755at2759         -            656     0.082   10.3   0.1   1   1   0.00012      0.11    9.9   0.1   455   534   115   200   106   225 0.75 -
augustus_predicted_1262 -           1591 396755at2759         -            656      0.16    9.3   0.3   1   2       0.3   2.7e+02   -1.3   0.0   460   488   512   540   506   562 0.53 -
augustus_predicted_1262 -           1591 396755at2759         -            656      0.16    9.3   0.3   2   2   0.00078       0.7    7.2   0.0   501   537   885   921   882   935 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/396755at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/396755at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/396755at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:31:59 2024
# [ok]
