#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_1759 -            279 1129824at2759        -            141     4e-30  103.5   0.0   1   1     3e-32   1.2e-29  102.0   0.0     7   140   112   266   111   267 0.82 -
augustus_predicted_6475 -            487 1129824at2759        -            141   1.7e-09   36.7   0.1   1   4       2.4   9.2e+02   -1.4   0.1    90   127   104   141   102   147 0.81 -
augustus_predicted_6475 -            487 1129824at2759        -            141   1.7e-09   36.7   0.1   2   4       6.7   2.6e+03   -2.9   0.1     6    24   217   235   215   243 0.78 -
augustus_predicted_6475 -            487 1129824at2759        -            141   1.7e-09   36.7   0.1   3   4       3.8   1.5e+03   -2.1   0.0    16    38   338   360   320   380 0.60 -
augustus_predicted_6475 -            487 1129824at2759        -            141   1.7e-09   36.7   0.1   4   4   4.3e-12   1.7e-09   36.7   0.1    10    63   384   436   371   448 0.92 -
augustus_predicted_7688 -            211 1129824at2759        -            141   1.1e-06   27.5   0.2   1   1   3.8e-09   1.5e-06   27.1   0.2    10    63    19    71     6    86 0.88 -
augustus_predicted_3394 -            516 1129824at2759        -            141   1.4e-06   27.2   0.5   1   1   6.7e-09   2.6e-06   26.3   0.5    12    63    23    72    20    86 0.91 -
augustus_predicted_3410 -            549 1129824at2759        -            141   1.8e-06   26.8   0.3   1   2      0.49   1.9e+02    0.8   0.0    33    56   151   174   146   180 0.86 -
augustus_predicted_3410 -            549 1129824at2759        -            141   1.8e-06   26.8   0.3   2   2   7.1e-08   2.8e-05   23.0   0.0    10    63   422   470   409   471 0.87 -
augustus_predicted_1919 -            188 1129824at2759        -            141   2.7e-05   23.0   0.9   1   1   4.2e-07   0.00017   20.5   1.0    10    67    29    99    27   111 0.67 -
