#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   1   6   3.8e-24   7.3e-22   76.9   0.0     2    69    95   170    94   198 0.81 -
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   2   6      0.29        56    1.8   0.0    80    99   213   232   205   247 0.79 -
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   3   6   3.2e-13     6e-11   41.1   0.0   117   171   301   363   298   367 0.81 -
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   4   6     3e-07   5.7e-05   21.5   0.0   169   191   397   419   395   428 0.89 -
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   5   6   0.00019     0.037   12.2   0.0   189   252   447   516   445   521 0.78 -
augustus_predicted_1685 -            731 674169at2759         -            271     9e-50  168.4   0.1   6   6     0.027       5.2    5.2   0.0   229   250   522   543   519   556 0.89 -
augustus_predicted_4274 -           4922 674169at2759         -            271   1.6e-12   46.2   1.1   1   5     0.005      0.96    7.6   0.0    33    68   638   673   624   688 0.78 -
augustus_predicted_4274 -           4922 674169at2759         -            271   1.6e-12   46.2   1.1   2   5    0.0047      0.91    7.7   0.0    34    75  1075  1115  1068  1120 0.86 -
augustus_predicted_4274 -           4922 674169at2759         -            271   1.6e-12   46.2   1.1   3   5      0.11        21    3.2   0.0    32    58  1363  1389  1354  1399 0.79 -
augustus_predicted_4274 -           4922 674169at2759         -            271   1.6e-12   46.2   1.1   4   5    0.0021       0.4    8.9   0.0    34    68  1741  1775  1734  1781 0.84 -
augustus_predicted_4274 -           4922 674169at2759         -            271   1.6e-12   46.2   1.1   5   5   0.00025     0.048   11.9   0.0    35    69  2051  2085  2044  2121 0.80 -
augustus_predicted_3073 -            441 674169at2759         -            271   2.5e-10   39.0   0.0   1   3   4.2e-09     8e-07   27.5   0.0     2    54    46   101    45   110 0.90 -
augustus_predicted_3073 -            441 674169at2759         -            271   2.5e-10   39.0   0.0   2   3    0.0029      0.56    8.4   0.0   118   170   207   263   197   269 0.78 -
augustus_predicted_3073 -            441 674169at2759         -            271   2.5e-10   39.0   0.0   3   3       5.8   1.1e+03   -2.4   0.0   153   186   310   343   299   348 0.72 -
augustus_predicted_205  -            628 674169at2759         -            271   6.1e-08   31.2   0.0   1   2   3.5e-05    0.0067   14.7   0.0    34    69   101   136    98   178 0.73 -
augustus_predicted_205  -            628 674169at2759         -            271   6.1e-08   31.2   0.0   2   2   5.1e-05    0.0099   14.1   0.0    34    70   405   441   402   453 0.89 -
augustus_predicted_8341 -           1938 674169at2759         -            271   2.3e-07   29.3   0.1   1   2      0.44        84    1.2   0.1     1    32   463   494   463   503 0.91 -
augustus_predicted_8341 -           1938 674169at2759         -            271   2.3e-07   29.3   0.1   2   2   2.9e-08   5.6e-06   24.8   0.0    32    78   584   629   580   639 0.81 -
augustus_predicted_4969 -           1094 674169at2759         -            271   4.6e-06   25.0   0.0   1   2   1.3e-06   0.00026   19.3   0.0    30    66   414   450   395   454 0.89 -
augustus_predicted_4969 -           1094 674169at2759         -            271   4.6e-06   25.0   0.0   2   2      0.16        30    2.7   0.0   149   178   625   654   615   664 0.84 -
augustus_predicted_6948 -            720 674169at2759         -            271   5.4e-06   24.8   0.0   1   2   1.2e-05    0.0022   16.2   0.0     5    55   371   424   367   429 0.87 -
augustus_predicted_6948 -            720 674169at2759         -            271   5.4e-06   24.8   0.0   2   2     0.014       2.7    6.1   0.0   119   165   532   582   527   588 0.73 -
augustus_predicted_4796 -            369 674169at2759         -            271   5.5e-06   24.8   0.0   1   2   0.00012     0.024   12.9   0.0     2    55    29    85    28    92 0.84 -
augustus_predicted_4796 -            369 674169at2759         -            271   5.5e-06   24.8   0.0   2   2    0.0011      0.22    9.7   0.0   124   165   185   230   178   234 0.75 -
augustus_predicted_4281 -           1064 674169at2759         -            271   3.8e-05   22.1   0.1   1   3     0.023       4.4    5.4   0.0     1    31   441   471   441   475 0.94 -
augustus_predicted_4281 -           1064 674169at2759         -            271   3.8e-05   22.1   0.1   2   3   0.00022     0.043   12.0   0.0    34    66   494   526   490   533 0.87 -
augustus_predicted_4281 -           1064 674169at2759         -            271   3.8e-05   22.1   0.1   3   3       1.3   2.5e+02   -0.3   0.0   143   172   644   675   616   678 0.67 -
augustus_predicted_8603 -            753 674169at2759         -            271   4.8e-05   21.7   0.2   1   2      0.17        33    2.6   0.0    33    49   243   259   240   268 0.84 -
augustus_predicted_8603 -            753 674169at2759         -            271   4.8e-05   21.7   0.2   2   2   8.1e-06    0.0015   16.8   0.0    32    63   524   555   518   564 0.86 -
augustus_predicted_314  -            698 674169at2759         -            271     7e-05   21.2   0.0   1   2   7.1e-05     0.014   13.7   0.0    32    75   104   147   102   175 0.87 -
augustus_predicted_314  -            698 674169at2759         -            271     7e-05   21.2   0.0   2   2     0.029       5.6    5.1   0.0    31    53   375   397   370   402 0.89 -
augustus_predicted_2564 -           1330 674169at2759         -            271    0.0004   18.7   0.2   1   2     0.028       5.3    5.2   0.0    32    51   454   473   443   477 0.82 -
augustus_predicted_2564 -           1330 674169at2759         -            271    0.0004   18.7   0.2   2   2   0.00048     0.091   11.0   0.0    33    52  1115  1134  1113  1144 0.88 -
augustus_predicted_7319 -           1462 674169at2759         -            271    0.0006   18.1   0.1   1   2     0.025       4.7    5.3   0.0    32    57   154   180   143   187 0.83 -
augustus_predicted_7319 -           1462 674169at2759         -            271    0.0006   18.1   0.1   2   2   0.00073      0.14   10.4   0.1    24    59   841   877   835   886 0.82 -
augustus_predicted_1402 -           4345 674169at2759         -            271   0.00065   18.0   0.2   1   4      0.67   1.3e+02    0.6   0.0    38    56  1934  1952  1931  1961 0.88 -
augustus_predicted_1402 -           4345 674169at2759         -            271   0.00065   18.0   0.2   2   4       2.7   5.2e+02   -1.4   0.0    34    55  2225  2246  2220  2252 0.86 -
augustus_predicted_1402 -           4345 674169at2759         -            271   0.00065   18.0   0.2   3   4    0.0059       1.1    7.4   0.0    27    50  2581  2605  2569  2641 0.76 -
augustus_predicted_1402 -           4345 674169at2759         -            271   0.00065   18.0   0.2   4   4       0.1        19    3.4   0.0    33    65  2930  2962  2920  3004 0.78 -
augustus_predicted_8336 -            814 674169at2759         -            271   0.00086   17.6   0.0   1   2     0.008       1.5    6.9   0.0    34    65   253   284   250   324 0.78 -
augustus_predicted_8336 -            814 674169at2759         -            271   0.00086   17.6   0.0   2   2    0.0045      0.87    7.8   0.0    34    66   527   559   523   565 0.87 -
augustus_predicted_4218 -            636 674169at2759         -            271   0.00088   17.6   0.1   1   1   1.1e-05     0.002   16.4   0.1    32    54    68    90    57    96 0.83 -
augustus_predicted_7463 -           1425 674169at2759         -            271    0.0024   16.1   0.5   1   2     0.032       6.1    5.0   0.0    32    57   129   155   127   161 0.86 -
augustus_predicted_7463 -           1425 674169at2759         -            271    0.0024   16.1   0.5   2   2    0.0018      0.34    9.1   0.1    24    55   815   847   810   853 0.82 -
augustus_predicted_102  -           1238 674169at2759         -            271    0.0025   16.1   0.0   1   2     0.012       2.2    6.4   0.0    33    53   366   386   362   391 0.85 -
augustus_predicted_102  -           1238 674169at2759         -            271    0.0025   16.1   0.0   2   2    0.0091       1.7    6.8   0.0    33    51  1007  1025  1003  1030 0.86 -
augustus_predicted_390  -           1443 674169at2759         -            271    0.0026   16.0   1.0   1   2      0.37        70    1.5   0.1    32    56   182   206   180   212 0.90 -
augustus_predicted_390  -           1443 674169at2759         -            271    0.0026   16.0   1.0   2   2   0.00014     0.026   12.8   0.1    23    60   866   904   861   908 0.83 -
augustus_predicted_104  -           1398 674169at2759         -            271    0.0031   15.8   0.9   1   2     0.028       5.4    5.2   0.1    32    54    98   120    94   128 0.89 -
augustus_predicted_104  -           1398 674169at2759         -            271    0.0031   15.8   0.9   2   2    0.0021      0.39    8.9   0.1    25    58   782   816   776   823 0.79 -
augustus_predicted_6826 -            822 674169at2759         -            271    0.0031   15.8   0.0   1   2     0.091        17    3.5   0.0    34    58   324   348   319   368 0.80 -
augustus_predicted_6826 -            822 674169at2759         -            271    0.0031   15.8   0.0   2   2     0.002      0.39    8.9   0.0    34    73   606   645   601   682 0.81 -
augustus_predicted_3942 -            251 674169at2759         -            271    0.0032   15.8   0.0   1   1   2.7e-05    0.0052   15.0   0.0    31    61    53    83    50    91 0.91 -
augustus_predicted_8531 -            410 674169at2759         -            271    0.0037   15.5   0.0   1   1   3.7e-05     0.007   14.6   0.0    34    63   143   172   139   186 0.87 -
augustus_predicted_6077 -           1612 674169at2759         -            271    0.0039   15.5   0.8   1   2    0.0096       1.8    6.7   0.1    31    52   485   506   481   513 0.88 -
augustus_predicted_6077 -           1612 674169at2759         -            271    0.0039   15.5   0.8   2   2      0.01       1.9    6.6   0.0    33    53  1263  1283  1258  1292 0.84 -
augustus_predicted_4151 -           1368 674169at2759         -            271    0.0056   14.9   0.2   1   3     0.078        15    3.7   0.0    35    52   486   503   482   508 0.85 -
augustus_predicted_4151 -           1368 674169at2759         -            271    0.0056   14.9   0.2   2   3       1.2   2.3e+02   -0.2   0.0   175   212   951   988   938  1017 0.77 -
augustus_predicted_4151 -           1368 674169at2759         -            271    0.0056   14.9   0.2   3   3     0.009       1.7    6.8   0.0    33    52  1154  1173  1152  1177 0.85 -
augustus_predicted_6003 -            751 674169at2759         -            271    0.0058   14.9   0.1   1   3      0.28        54    1.9   0.0    36    54   229   247   225   252 0.89 -
augustus_predicted_6003 -            751 674169at2759         -            271    0.0058   14.9   0.1   2   3      0.29        56    1.8   0.0    98   131   403   436   372   442 0.75 -
augustus_predicted_6003 -            751 674169at2759         -            271    0.0058   14.9   0.1   3   3      0.01       1.9    6.6   0.0    36    56   562   582   548   588 0.84 -
augustus_predicted_8344 -           2310 674169at2759         -            271    0.0062   14.8   1.0   1   3    0.0022      0.43    8.8   0.0    14    56   459   501   455   529 0.82 -
augustus_predicted_8344 -           2310 674169at2759         -            271    0.0062   14.8   1.0   2   3      0.63   1.2e+02    0.7   0.1    35    55  1324  1344  1319  1348 0.88 -
augustus_predicted_8344 -           2310 674169at2759         -            271    0.0062   14.8   1.0   3   3      0.74   1.4e+02    0.5   0.0    35    51  1881  1897  1879  1904 0.85 -
augustus_predicted_1634 -           1466 674169at2759         -            271    0.0074   14.5   0.2   1   2      0.73   1.4e+02    0.5   0.0    32    56   163   187   159   218 0.82 -
augustus_predicted_1634 -           1466 674169at2759         -            271    0.0074   14.5   0.2   2   2    0.0004     0.077   11.2   0.1    22    59   848   886   844   891 0.82 -
augustus_predicted_5596 -           1498 674169at2759         -            271    0.0077   14.5   0.3   1   2      0.24        46    2.1   0.0    32    56   192   216   189   222 0.89 -
augustus_predicted_5596 -           1498 674169at2759         -            271    0.0077   14.5   0.3   2   2   0.00089      0.17   10.1   0.1    23    59   875   912   869   916 0.81 -
augustus_predicted_2614 -           1284 674169at2759         -            271    0.0082   14.4   0.3   1   3     0.035       6.6    4.9   0.1    32    52   410   430   408   436 0.88 -
augustus_predicted_2614 -           1284 674169at2759         -            271    0.0082   14.4   0.3   2   3       1.1   2.1e+02   -0.1   0.0   109   138   547   576   540   586 0.90 -
augustus_predicted_2614 -           1284 674169at2759         -            271    0.0082   14.4   0.3   3   3     0.031       5.9    5.0   0.0    32    52  1056  1076  1051  1083 0.87 -
augustus_predicted_4319 -            952 674169at2759         -            271    0.0091   14.2   0.0   1   1   8.1e-05     0.016   13.5   0.0    34    68   683   717   679   732 0.91 -
augustus_predicted_775  -           1499 674169at2759         -            271     0.011   14.0   0.5   1   2      0.24        47    2.1   0.0    32    56   203   227   197   237 0.90 -
augustus_predicted_775  -           1499 674169at2759         -            271     0.011   14.0   0.5   2   2    0.0012      0.23    9.7   0.1    24    59   880   916   874   920 0.80 -
augustus_predicted_6602 -           1361 674169at2759         -            271     0.014   13.6   0.8   1   2      0.57   1.1e+02    0.9   0.0    32    54    68    90    66    97 0.89 -
augustus_predicted_6602 -           1361 674169at2759         -            271     0.014   13.6   0.8   2   2   0.00059      0.11   10.7   0.2    23    54   762   794   760   800 0.89 -
augustus_predicted_6791 -            574 674169at2759         -            271     0.021   13.1   0.0   1   1   0.00018     0.034   12.4   0.0    34    97   364   428   360   433 0.67 -
augustus_predicted_7836 -            528 674169at2759         -            271     0.022   13.0   0.1   1   2   0.00034     0.065   11.4   0.0    34    66   153   185   147   199 0.90 -
augustus_predicted_7836 -            528 674169at2759         -            271     0.022   13.0   0.1   2   2       7.1   1.4e+03   -2.7   0.0   150   171   302   323   289   351 0.77 -
augustus_predicted_3635 -           1504 674169at2759         -            271     0.024   12.8   0.2   1   2       5.6   1.1e+03   -2.4   0.0    33    54   195   216   193   223 0.87 -
augustus_predicted_3635 -           1504 674169at2759         -            271     0.024   12.8   0.2   2   2   0.00035     0.066   11.4   0.0    32    60   887   915   873   918 0.86 -
augustus_predicted_2421 -            341 674169at2759         -            271     0.027   12.7   0.0   1   2    0.0019      0.36    9.0   0.1    29    54    75   100    72   104 0.89 -
augustus_predicted_2421 -            341 674169at2759         -            271     0.027   12.7   0.0   2   2      0.42        81    1.3   0.0    60   106   164   210   159   240 0.75 -
augustus_predicted_900  -           1037 674169at2759         -            271     0.029   12.6   0.0   1   1   0.00025     0.048   11.9   0.0    21    51   388   418   383   437 0.84 -
augustus_predicted_4577 -           1805 674169at2759         -            271     0.035   12.3   0.1   1   2      0.24        46    2.1   0.1    34    57   558   581   545   588 0.84 -
augustus_predicted_4577 -           1805 674169at2759         -            271     0.035   12.3   0.1   2   2    0.0065       1.2    7.2   0.0    34    69   887   922   883   933 0.90 -
augustus_predicted_4749 -            317 674169at2759         -            271     0.044   12.0   0.1   1   1   0.00041     0.079   11.2   0.1    34    69    52    87    49    93 0.83 -
augustus_predicted_7010 -            801 674169at2759         -            271     0.048   11.9   0.0   1   1    0.0004     0.076   11.2   0.0    34    70   172   208   169   236 0.90 -
augustus_predicted_1294 -            266 674169at2759         -            271     0.054   11.7   0.0   1   1   0.00043     0.081   11.1   0.0    36    80    52    98    41   103 0.85 -
augustus_predicted_4976 -           1103 674169at2759         -            271     0.059   11.6   0.1   1   3       6.8   1.3e+03   -2.7   0.0   127   160   364   397   360   407 0.84 -
augustus_predicted_4976 -           1103 674169at2759         -            271     0.059   11.6   0.1   2   3      0.14        26    2.9   0.0    36    54   518   536   513   539 0.88 -
augustus_predicted_4976 -           1103 674169at2759         -            271     0.059   11.6   0.1   3   3     0.028       5.4    5.1   0.0    35    55   760   780   747   793 0.83 -
augustus_predicted_3978 -           1278 674169at2759         -            271     0.078   11.2   0.2   1   2      0.25        48    2.1   0.0    33    53   413   433   403   437 0.87 -
augustus_predicted_3978 -           1278 674169at2759         -            271     0.078   11.2   0.2   2   2     0.011       2.1    6.5   0.0    36    52  1059  1075  1053  1081 0.87 -
augustus_predicted_1398 -            932 674169at2759         -            271     0.084   11.1   0.0   1   1   0.00081      0.16   10.2   0.0    31    59   479   507   474   514 0.88 -
augustus_predicted_6670 -           1444 674169at2759         -            271      0.13   10.4   0.4   1   2      0.34        65    1.6   0.0    32    54   149   171   147   179 0.87 -
augustus_predicted_6670 -           1444 674169at2759         -            271      0.13   10.4   0.4   2   2      0.01         2    6.6   0.1    35    54   844   863   832   869 0.89 -
augustus_predicted_4858 -           1517 674169at2759         -            271      0.15   10.3   1.4   1   2      0.75   1.4e+02    0.5   0.0    32    56   203   227   199   232 0.89 -
augustus_predicted_4858 -           1517 674169at2759         -            271      0.15   10.3   1.4   2   2    0.0051      0.98    7.6   0.6    33    57   896   920   894   925 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/674169at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/674169at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/674169at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/b283acc0-5629-444b-ad7a-7147f201d246
# Date:            Sat Aug 24 02:31:59 2024
# [ok]
