#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_3028 -            616 761109at2759         -            377  5.8e-122  406.4  18.1   1   4   1.8e-07   0.00012   20.3   0.0    27    52    25    50    19    59 0.87 -
augustus_predicted_3028 -            616 761109at2759         -            377  5.8e-122  406.4  18.1   2   4   7.7e-07   0.00053   18.2   0.0    44    79    90   125    81   132 0.87 -
augustus_predicted_3028 -            616 761109at2759         -            377  5.8e-122  406.4  18.1   3   4   4.7e-10   3.3e-07   28.7   0.1    69   135   155   230   151   251 0.74 -
augustus_predicted_3028 -            616 761109at2759         -            377  5.8e-122  406.4  18.1   4   4  7.7e-104  5.3e-101  337.4  12.6   106   349   235   501   228   510 0.89 -
augustus_predicted_4438 -            773 761109at2759         -            377   1.3e-36  125.4   3.7   1   4   0.00011      0.08   11.0   0.0   198   232   119   153   110   167 0.88 -
augustus_predicted_4438 -            773 761109at2759         -            377   1.3e-36  125.4   3.7   2   4   1.2e-25   8.2e-23   80.1   0.2   113   238   484   613   478   615 0.90 -
augustus_predicted_4438 -            773 761109at2759         -            377   1.3e-36  125.4   3.7   3   4   1.5e-09   1.1e-06   27.1   0.0   261   344   614   701   613   714 0.84 -
augustus_predicted_4438 -            773 761109at2759         -            377   1.3e-36  125.4   3.7   4   4    0.0026       1.8    6.5   0.0   178   229   701   752   693   755 0.80 -
augustus_predicted_4383 -           1191 761109at2759         -            377   1.1e-14   53.4   7.1   1   4      0.43     3e+02   -0.7   0.0   294   328    49    83    42   114 0.69 -
augustus_predicted_4383 -           1191 761109at2759         -            377   1.1e-14   53.4   7.1   2   4     0.099        69    1.3   0.0   208   232    97   121    87   126 0.90 -
augustus_predicted_4383 -           1191 761109at2759         -            377   1.1e-14   53.4   7.1   3   4   0.00044       0.3    9.1   0.1   230   273   174   217   142   224 0.86 -
augustus_predicted_4383 -           1191 761109at2759         -            377   1.1e-14   53.4   7.1   4   4   1.2e-13   8.5e-11   40.5   3.9   210   332   226   351   221   367 0.89 -
