#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_3868 -            382 721605at2759         -            251   1.6e-98  327.7   0.0   1   2   5.2e-96   1.9e-93  311.1   0.0     4   230    47   286    44   296 0.91 -
augustus_predicted_3868 -            382 721605at2759         -            251   1.6e-98  327.7   0.0   2   2   2.7e-05    0.0098   13.9   0.0   207   247   297   340   292   343 0.86 -
augustus_predicted_4307 -            296 721605at2759         -            251   3.2e-06   25.3   0.0   1   1   1.7e-08     6e-06   24.4   0.0     8    77    16    91    10   118 0.90 -
augustus_predicted_2033 -            233 721605at2759         -            251   2.6e-05   22.3   0.2   1   2      0.27        96    0.8   0.1    15    32     4    21     2    28 0.85 -
augustus_predicted_2033 -            233 721605at2759         -            251   2.6e-05   22.3   0.2   2   2     6e-07   0.00022   19.3   0.0   101   165    96   162    76   172 0.86 -
augustus_predicted_5726 -            409 721605at2759         -            251   0.00013   20.1   0.3   1   1   5.7e-06    0.0021   16.1   0.3    14   132   104   224   100   241 0.77 -
augustus_predicted_4137 -            247 721605at2759         -            251   0.00073   17.6   0.0   1   1   3.3e-06    0.0012   16.9   0.0     9    57     2    52     1    75 0.79 -
augustus_predicted_2380 -            316 721605at2759         -            251   0.00095   17.2   0.0   1   1   4.1e-06    0.0015   16.6   0.0    16   123     6   111     2   122 0.82 -
augustus_predicted_2095 -            309 721605at2759         -            251    0.0014   16.6   0.1   1   1   8.7e-06    0.0031   15.5   0.1    14   160     5   160     1   164 0.68 -
augustus_predicted_3070 -            533 721605at2759         -            251    0.0034   15.4   0.0   1   1   1.6e-05    0.0057   14.7   0.0    15    78    20    83    11    99 0.90 -
augustus_predicted_2134 -            256 721605at2759         -            251    0.0099   13.9   0.0   1   2   0.00031      0.11   10.4   0.0    93   161   106   177    98   185 0.87 -
augustus_predicted_2134 -            256 721605at2759         -            251    0.0099   13.9   0.0   2   2      0.21        76    1.2   0.0   172   199   209   236   197   245 0.82 -
augustus_predicted_8112 -           1270 721605at2759         -            251      0.01   13.9   0.3   1   2      0.73   2.6e+02   -0.6   0.0    13    38   643   668   636   676 0.77 -
augustus_predicted_8112 -           1270 721605at2759         -            251      0.01   13.9   0.3   2   2   0.00016     0.059   11.4   0.0    10    76  1027  1098  1023  1102 0.76 -
augustus_predicted_8968 -            264 721605at2759         -            251     0.018   13.0   0.0   1   1   7.3e-05     0.026   12.5   0.0    10    48     9    47     2    89 0.87 -
augustus_predicted_2773 -            379 721605at2759         -            251     0.019   13.0   0.0   1   1   9.2e-05     0.033   12.2   0.0    12    84    46   121    42   129 0.84 -
augustus_predicted_6643 -            279 721605at2759         -            251     0.023   12.7   0.0   1   1   0.00011      0.04   11.9   0.0    15    76     5    67     3    71 0.93 -
augustus_predicted_2673 -            312 721605at2759         -            251     0.029   12.4   1.1   1   2    0.0003      0.11   10.5   1.1    14    78     3    66     1    75 0.84 -
augustus_predicted_2673 -            312 721605at2759         -            251     0.029   12.4   1.1   2   2      0.23        82    1.1   0.0    99   140    49    92    44   100 0.67 -
augustus_predicted_6535 -            256 721605at2759         -            251     0.031   12.3   0.1   1   1   0.00014     0.051   11.6   0.1     8    43     6    41     4    50 0.93 -
augustus_predicted_6074 -            359 721605at2759         -            251     0.036   12.1   0.1   1   2    0.0081       2.9    5.8   0.0    59   120    54   105    49   127 0.74 -
augustus_predicted_6074 -            359 721605at2759         -            251     0.036   12.1   0.1   2   2      0.12        42    2.0   0.0   182   237   185   240   167   243 0.91 -
augustus_predicted_6659 -            568 721605at2759         -            251     0.037   12.0   0.1   1   2      0.03        11    4.0   0.1    13    77    15    83    12    86 0.78 -
augustus_predicted_6659 -            568 721605at2759         -            251     0.037   12.0   0.1   2   2     0.012       4.1    5.3   0.0    24    51   305   332   302   369 0.87 -
augustus_predicted_3118 -            268 721605at2759         -            251      0.04   11.9   0.0   1   1   0.00017     0.063   11.3   0.0     9    51    22    64    18    99 0.88 -
augustus_predicted_399  -            336 721605at2759         -            251     0.041   11.9   0.1   1   1   0.00018     0.064   11.2   0.1     8    49    11    52     5    57 0.88 -
augustus_predicted_3045 -            314 721605at2759         -            251     0.046   11.7   2.0   1   4   0.00054      0.19    9.7   0.5    13    38     3    28     1    32 0.88 -
augustus_predicted_3045 -            314 721605at2759         -            251     0.046   11.7   2.0   2   4      0.73   2.6e+02   -0.6   0.0    98   116    86   104    78   112 0.86 -
augustus_predicted_3045 -            314 721605at2759         -            251     0.046   11.7   2.0   3   4       3.7   1.3e+03   -2.9   0.0   152   171   157   176   130   196 0.56 -
