#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_4041 -            404 687505at2759         -            225   2.6e-41  139.8  14.4   1   3   2.1e-28   5.8e-26   89.7   2.8     2    71    48   121    47   123 0.94 -
augustus_predicted_4041 -            404 687505at2759         -            225   2.6e-41  139.8  14.4   2   3   6.9e-05     0.019   12.8   0.1    76   126   163   220   151   231 0.75 -
augustus_predicted_4041 -            404 687505at2759         -            225   2.6e-41  139.8  14.4   3   3     2e-13   5.4e-11   40.7   1.2   109   220   243   393   220   398 0.72 -
augustus_predicted_4965 -            409 687505at2759         -            225   3.4e-37  126.4  14.5   1   4   1.2e-26   3.1e-24   84.0   0.2     3    70     5    75     3    78 0.94 -
augustus_predicted_4965 -            409 687505at2759         -            225   3.4e-37  126.4  14.5   2   4   4.3e-05     0.012   13.4   0.1    77   110   111   144    92   169 0.72 -
augustus_predicted_4965 -            409 687505at2759         -            225   3.4e-37  126.4  14.5   3   4      0.11        29    2.3   0.9   100   124   166   191   155   197 0.78 -
augustus_predicted_4965 -            409 687505at2759         -            225   3.4e-37  126.4  14.5   4   4   2.6e-11   7.1e-09   33.8   0.9   117   220   200   339   194   344 0.76 -
augustus_predicted_5014 -            352 687505at2759         -            225   2.6e-25   87.5   3.2   1   2     4e-20   1.1e-17   62.6   0.2     4    69     6    72     3    76 0.91 -
augustus_predicted_5014 -            352 687505at2759         -            225   2.6e-25   87.5   3.2   2   2   1.2e-07   3.1e-05   21.8   0.2    81   219   181   339   178   345 0.65 -
augustus_predicted_2579 -            459 687505at2759         -            225   1.1e-23   82.2   9.9   1   6   1.4e-19   3.8e-17   60.8   0.7     4    68     9    80     6    87 0.87 -
augustus_predicted_2579 -            459 687505at2759         -            225   1.1e-23   82.2   9.9   2   6   0.00021     0.057   11.2   0.1    80   119   130   160   124   194 0.76 -
augustus_predicted_2579 -            459 687505at2759         -            225   1.1e-23   82.2   9.9   3   6       2.1   5.8e+02   -1.9   0.0   107   124   195   214   185   220 0.77 -
