#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_4755 -            465 604979at2759         -            307  1.5e-105  351.1   6.0   1   1  2.9e-106  1.8e-104  347.5   6.0    18   303    60   385    53   389 0.87 -
augustus_predicted_4249 -            515 604979at2759         -            307   1.5e-41  140.9  15.7   1   3   7.1e-14   4.6e-12   44.1   0.3   126   205   149   236   137   248 0.75 -
augustus_predicted_4249 -            515 604979at2759         -            307   1.5e-41  140.9  15.7   2   3   1.8e-10   1.2e-08   32.9   1.1   131   207   247   329   238   344 0.79 -
augustus_predicted_4249 -            515 604979at2759         -            307   1.5e-41  140.9  15.7   3   3   7.6e-22   4.9e-20   70.3   2.6   124   260   363   507   348   515 0.85 -
augustus_predicted_2612 -            943 604979at2759         -            307   1.2e-36  124.8  17.0   1   5      0.19        12    3.3   0.0   172   194    41    63    37    66 0.89 -
augustus_predicted_2612 -            943 604979at2759         -            307   1.2e-36  124.8  17.0   2   5   5.1e-15   3.3e-13   47.9   1.0    98   227    96   233    80   247 0.84 -
augustus_predicted_2612 -            943 604979at2759         -            307   1.2e-36  124.8  17.0   3   5   3.6e-06   0.00023   18.8   0.0   158   226   391   460   381   465 0.90 -
augustus_predicted_2612 -            943 604979at2759         -            307   1.2e-36  124.8  17.0   4   5   8.3e-07   5.3e-05   20.9   0.1   256   296   461   501   459   507 0.89 -
augustus_predicted_2612 -            943 604979at2759         -            307   1.2e-36  124.8  17.0   5   5   3.8e-12   2.4e-10   38.4   3.1    85   224   534   685   522   702 0.73 -
augustus_predicted_4239 -            923 604979at2759         -            307   3.9e-33  113.3   6.3   1   4   3.6e-09   2.3e-07   28.6   2.7    45   223    19   218    13   220 0.77 -
augustus_predicted_4239 -            923 604979at2759         -            307   3.9e-33  113.3   6.3   2   4   2.6e-12   1.7e-10   38.9   0.0    43   151   263   376   241   381 0.83 -
augustus_predicted_4239 -            923 604979at2759         -            307   3.9e-33  113.3   6.3   3   4   4.6e-10   2.9e-08   31.6   0.0   180   258   369   449   368   453 0.87 -
augustus_predicted_4239 -            923 604979at2759         -            307   3.9e-33  113.3   6.3   4   4   9.7e-11   6.2e-09   33.8   0.0   125   256   392   533   386   548 0.77 -
augustus_predicted_87   -           1201 604979at2759         -            307   3.1e-32  110.3   8.2   1   3   1.1e-19   6.8e-18   63.2   0.2   126   263    17   161     1   178 0.69 -
augustus_predicted_87   -           1201 604979at2759         -            307   3.1e-32  110.3   8.2   2   3   5.6e-13   3.6e-11   41.1   0.3   154   264   204   320   197   326 0.86 -
augustus_predicted_87   -           1201 604979at2759         -            307   3.1e-32  110.3   8.2   3   3    0.0036      0.23    8.9   0.1   145   220   441   516   425   572 0.82 -
augustus_predicted_3655 -            640 604979at2759         -            307   1.1e-28   98.7   4.2   1   3   5.9e-18   3.8e-16   57.5   0.3   114   253   294   436   286   438 0.84 -
augustus_predicted_3655 -            640 604979at2759         -            307   1.1e-28   98.7   4.2   2   3    0.0006     0.039   11.5   0.1   213   242   438   467   433   491 0.62 -
augustus_predicted_3655 -            640 604979at2759         -            307   1.1e-28   98.7   4.2   3   3   1.2e-09   7.9e-08   30.2   0.0   176   238   530   592   516   603 0.86 -
augustus_predicted_1845 -            889 604979at2759         -            307     3e-27   94.0   1.2   1   3   3.6e-12   2.3e-10   38.5   0.1    46   169    19   151     5   152 0.81 -
augustus_predicted_1845 -            889 604979at2759         -            307     3e-27   94.0   1.2   2   3   2.8e-17   1.8e-15   55.3   0.0   108   291   126   324   125   340 0.83 -
augustus_predicted_1845 -            889 604979at2759         -            307     3e-27   94.0   1.2   3   3      0.33        21    2.5   0.2    47   169   363   479   347   489 0.71 -
augustus_predicted_2690 -            817 604979at2759         -            307   1.1e-25   88.8  10.3   1   6       6.1   3.9e+02   -1.7   0.0   190   248    11    71     6    79 0.69 -
augustus_predicted_2690 -            817 604979at2759         -            307   1.1e-25   88.8  10.3   2   6    0.0031       0.2    9.2   0.0   174   261    79   170    56   172 0.70 -
