#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_4849 -            425 1010730at2759        -            275  4.5e-114  378.5   1.3   1   2  9.5e-117  8.1e-114  377.6   0.3     1   267     2   294     2   303 0.90 -
augustus_predicted_4849 -            425 1010730at2759        -            275  4.5e-114  378.5   1.3   2   2      0.24   2.1e+02   -0.9   0.0   253   275   311   333   308   333 0.89 -
augustus_predicted_1216 -            484 1010730at2759        -            275   1.1e-11   42.6   1.0   1   2      0.33   2.8e+02   -1.4   0.0    76   101    67    93    61   100 0.75 -
augustus_predicted_1216 -            484 1010730at2759        -            275   1.1e-11   42.6   1.0   2   2   3.8e-14   3.3e-11   41.1   0.6   134   255   156   290   115   295 0.77 -
augustus_predicted_3458 -            443 1010730at2759        -            275    0.0033   14.8   0.0   1   1     7e-06     0.006   14.0   0.0   190   225   259   294   242   300 0.87 -
augustus_predicted_444  -           1938 1010730at2759        -            275      0.01   13.2   0.0   1   1   2.7e-05     0.023   12.0   0.0   166   222  1070  1125  1048  1134 0.84 -
augustus_predicted_5139 -           1356 1010730at2759        -            275     0.016   12.5   0.1   1   1   3.5e-05      0.03   11.7   0.1   182   227  1201  1249  1173  1257 0.84 -
augustus_predicted_3251 -            865 1010730at2759        -            275     0.019   12.3   0.1   1   1   4.9e-05     0.042   11.2   0.1   181   222   145   186    84   199 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/1010730at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/1010730at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/1010730at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7
# Date:            Thu Aug 22 20:16:22 2024
# [ok]
