#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_4832 -            784 858842at2759         -            236   5.7e-63  210.9  56.7   1   4   1.1e-36   2.3e-34  117.2   2.8     1    71     2    72     2    87 0.96 -
augustus_predicted_4832 -            784 858842at2759         -            236   5.7e-63  210.9  56.7   2   4     0.023       5.2    4.8   0.0    76   107   108   139   105   155 0.83 -
augustus_predicted_4832 -            784 858842at2759         -            236   5.7e-63  210.9  56.7   3   4   6.2e-25   1.4e-22   78.7  10.9   103   194   178   270   151   277 0.87 -
augustus_predicted_4832 -            784 858842at2759         -            236   5.7e-63  210.9  56.7   4   4     5e-10   1.1e-07   29.9  12.8   136   236   276   377   271   377 0.85 -
augustus_predicted_4965 -            409 858842at2759         -            236   2.1e-24   84.6   0.2   1   1   1.5e-26   3.3e-24   84.0   0.2     3    68     6    69     4    74 0.95 -
augustus_predicted_2316 -            391 858842at2759         -            236   2.9e-24   84.2   4.9   1   2   1.3e-26   2.9e-24   84.2   4.9     2   185     5   192     4   215 0.74 -
augustus_predicted_2316 -            391 858842at2759         -            236   2.9e-24   84.2   4.9   2   2       1.1   2.4e+02   -0.7   0.1    47    80   262   295   255   312 0.72 -
augustus_predicted_2579 -            459 858842at2759         -            236   6.4e-23   79.8   0.1   1   1   4.4e-25   9.8e-23   79.2   0.1     4    76    10    84     7   127 0.79 -
augustus_predicted_3990 -            224 858842at2759         -            236   7.6e-23   79.5   0.2   1   2   3.4e-25   7.6e-23   79.5   0.2     2    69    20    85    19    98 0.91 -
augustus_predicted_3990 -            224 858842at2759         -            236   7.6e-23   79.5   0.2   2   2       7.3   1.6e+03   -3.4   0.1   183   192   187   196   178   205 0.40 -
augustus_predicted_2199 -            433 858842at2759         -            236     1e-21   75.8  28.3   1   1   1.7e-22   3.9e-20   70.7  28.3    10   197   107   299    96   370 0.90 -
augustus_predicted_4954 -           1067 858842at2759         -            236   5.9e-21   73.3   1.8   1   1   5.8e-23   1.3e-20   72.2   1.8     3    76     6    78     4    97 0.88 -
augustus_predicted_4041 -            404 858842at2759         -            236   6.7e-21   73.2   3.4   1   1   3.1e-23   6.9e-21   73.1   2.5     2    67    49   113    48   120 0.95 -
augustus_predicted_3698 -            432 858842at2759         -            236   1.5e-20   72.0   0.1   1   3   6.9e-23   1.5e-20   72.0   0.1     2    71     5    73     4    91 0.91 -
augustus_predicted_3698 -            432 858842at2759         -            236   1.5e-20   72.0   0.1   2   3       2.7   6.1e+02   -2.0   2.5   167   225   180   209   110   239 0.66 -
augustus_predicted_3698 -            432 858842at2759         -            236   1.5e-20   72.0   0.1   3   3       1.6   3.6e+02   -1.3   0.2   166   211   366   410   339   420 0.69 -
augustus_predicted_5014 -            352 858842at2759         -            236   1.3e-19   68.9   0.1   1   1   8.1e-22   1.8e-19   68.5   0.1     3    67     6    66     4    74 0.93 -
augustus_predicted_4670 -            511 858842at2759         -            236     2e-17   61.8   1.4   1   2   8.8e-20     2e-17   61.8   1.4     2    67    60   123    59   128 0.94 -
augustus_predicted_4670 -            511 858842at2759         -            236     2e-17   61.8   1.4   2   2       1.3     3e+02   -1.0   1.1   150   186   471   507   460   511 0.75 -
augustus_predicted_925  -            172 858842at2759         -            236   1.6e-16   58.8   0.1   1   1   9.8e-19   2.2e-16   58.4   0.1     3    68     8    75     6    91 0.89 -
augustus_predicted_789  -            692 858842at2759         -            236   1.5e-15   55.6   1.4   1   2         3   6.7e+02   -2.1   2.6    86   148   505   569   481   573 0.56 -
augustus_predicted_789  -            692 858842at2759         -            236   1.5e-15   55.6   1.4   2   2   6.8e-18   1.5e-15   55.6   1.4     1    72   583   658   583   675 0.84 -
augustus_predicted_1334 -            663 858842at2759         -            236   4.6e-13   47.5   0.0   1   1   2.1e-15   4.6e-13   47.5   0.0     4    65   126   192   124   203 0.89 -
augustus_predicted_714  -            583 858842at2759         -            236     6e-13   47.1   1.9   1   1   2.7e-15     6e-13   47.1   1.9     2   120    12   122    11   169 0.84 -
augustus_predicted_1853 -            283 858842at2759         -            236   6.8e-09   33.9   0.0   1   1   5.1e-11   1.1e-08   33.1   0.0    17    67    36    85    14   119 0.81 -
augustus_predicted_4723 -            295 858842at2759         -            236   2.8e-07   28.6   0.5   1   1   2.1e-09   4.7e-07   27.8   0.5     3    67    44   106    42   123 0.90 -
augustus_predicted_3425 -            301 858842at2759         -            236   3.6e-06   24.9   0.5   1   2      0.12        27    2.4   0.1    14    35    75    96    57   106 0.77 -
augustus_predicted_3425 -            301 858842at2759         -            236   3.6e-06   24.9   0.5   2   2   4.5e-07    0.0001   20.2   0.1    41    71   122   152   117   183 0.81 -
augustus_predicted_1942 -            184 858842at2759         -            236   0.00056   17.8   1.8   1   2   2.6e-06   0.00058   17.7   0.5    15    67    32    80    29   110 0.83 -
augustus_predicted_1942 -            184 858842at2759         -            236   0.00056   17.8   1.8   2   2       2.8   6.3e+02   -2.0   0.0   140   161   116   137   108   150 0.71 -
augustus_predicted_131  -            194 858842at2759         -            236    0.0035   15.1   1.2   1   2   4.1e-05    0.0091   13.8   0.1   164   223    44   105     8   114 0.75 -
augustus_predicted_131  -            194 858842at2759         -            236    0.0035   15.1   1.2   2   2      0.58   1.3e+02    0.2   0.1   143   165   150   172   131   188 0.59 -
augustus_predicted_2564 -            166 858842at2759         -            236     0.014   13.2   0.3   1   2   9.8e-05     0.022   12.6   0.2   196   229    47    81     7    88 0.85 -
