#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_1942 -            184 1129824at2759        -            141   7.1e-26   88.9   8.8   1   1   5.2e-28   1.9e-25   87.6   8.8     7   140    29   172    27   173 0.81 -
augustus_predicted_789  -            692 1129824at2759        -            141   4.2e-10   37.8   4.3   1   2      0.28     1e+02    0.9   0.1    78   133   484   537   478   545 0.73 -
augustus_predicted_789  -            692 1129824at2759        -            141   4.2e-10   37.8   4.3   2   2   2.3e-12   8.3e-10   36.9   1.1    10    67   598   655   585   662 0.89 -
augustus_predicted_1334 -            663 1129824at2759        -            141   2.3e-07   29.0   0.1   1   2       7.8   2.9e+03   -3.8   0.2   103   110    62    69    48    87 0.41 -
augustus_predicted_1334 -            663 1129824at2759        -            141   2.3e-07   29.0   0.1   2   2   6.2e-10   2.3e-07   29.0   0.1    10    64   138   193   135   200 0.93 -
augustus_predicted_2579 -            459 1129824at2759        -            141   4.9e-06   24.6   0.2   1   1   2.7e-08   9.9e-06   23.6   0.2    11    63    23    73    20    85 0.91 -
augustus_predicted_2316 -            391 1129824at2759        -            141   1.3e-05   23.2  11.6   1   3   7.9e-07   0.00029   18.9   0.0    11    63    20    67     7    72 0.92 -
augustus_predicted_2316 -            391 1129824at2759        -            141   1.3e-05   23.2  11.6   2   3      0.03        11    4.0   4.3    71   127   167   222   144   235 0.83 -
augustus_predicted_2316 -            391 1129824at2759        -            141   1.3e-05   23.2  11.6   3   3     0.048        18    3.4   0.1    48   117   265   306   255   330 0.60 -
augustus_predicted_3990 -            224 1129824at2759        -            141   1.4e-05   23.1   0.1   1   1   7.2e-08   2.7e-05   22.3   0.1     9    63    33    81    21    82 0.91 -
augustus_predicted_925  -            172 1129824at2759        -            141   5.9e-05   21.1   0.4   1   1   2.3e-07   8.3e-05   20.6   0.4    10    63    21    72     8    83 0.90 -
augustus_predicted_4041 -            404 1129824at2759        -            141   0.00011   20.3   0.2   1   1   4.4e-07   0.00016   19.7   0.2     9    63    62   111    50   112 0.82 -
augustus_predicted_4954 -           1067 1129824at2759        -            141   0.00074   17.6   1.9   1   2     7e-06    0.0026   15.8   0.5    11    63    20    67    17    81 0.90 -
augustus_predicted_4954 -           1067 1129824at2759        -            141   0.00074   17.6   1.9   2   2      0.73   2.7e+02   -0.4   0.0    68    95  1000  1027   996  1051 0.82 -
augustus_predicted_4096 -            732 1129824at2759        -            141    0.0011   17.0   9.1   1   2   9.3e-06    0.0034   15.4   5.7    64   136   363   436   358   441 0.87 -
augustus_predicted_4096 -            732 1129824at2759        -            141    0.0011   17.0   9.1   2   2      0.14        53    1.8   0.1    11    33   558   580   555   634 0.75 -
augustus_predicted_4965 -            409 1129824at2759        -            141    0.0017   16.4   0.0   1   1   8.6e-06    0.0032   15.5   0.0    10    63    19    66     7    67 0.87 -
augustus_predicted_4670 -            511 1129824at2759        -            141     0.003   15.6   0.6   1   2   8.1e-06     0.003   15.6   0.6    12    63    76   121    72   121 0.92 -
augustus_predicted_4670 -            511 1129824at2759        -            141     0.003   15.6   0.6   2   2       4.5   1.6e+03   -3.0   0.6    89   111   468   490   465   505 0.52 -
augustus_predicted_714  -            583 1129824at2759        -            141    0.0076   14.3   0.3   1   3   2.1e-05    0.0076   14.3   0.3    10    62    26    72    13    94 0.78 -
augustus_predicted_714  -            583 1129824at2759        -            141    0.0076   14.3   0.3   2   3       1.3   4.8e+02   -1.3   0.4    81   110   223   252   205   276 0.68 -
augustus_predicted_714  -            583 1129824at2759        -            141    0.0076   14.3   0.3   3   3       3.1   1.1e+03   -2.5   0.0    38    71   537   570   508   573 0.70 -
augustus_predicted_5014 -            352 1129824at2759        -            141    0.0092   14.0   0.1   1   1   4.8e-05     0.018   13.1   0.1    10    63    19    64    17    69 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      ../../stats/eukaryota_odb10/hmms/1129824at2759.hmm
# Target file:     /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/annotation/augustus_annotation.faa
# Option settings: hmmsearch --domtblout /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/busco_annotation/run_eukaryota_odb10/hmmer_output/initial_run_results/1129824at2759.out --cpu 1 ../../stats/eukaryota_odb10/hmms/1129824at2759.hmm /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7/annotation/augustus_annotation.faa 
# Current dir:     /home/centos/br/bin/Brownotate-1.2.0/runs/584a0dab-d3a4-4320-afed-b310965cc1e7
# Date:            Thu Aug 22 20:16:21 2024
# [ok]
