#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_2471 -            503 1049599at2759        -            340   5.2e-60  201.6   3.9   1   2   9.9e-49   8.6e-47  158.1   1.3     1   130     5   145     5   171 0.88 -
augustus_predicted_2471 -            503 1049599at2759        -            340   5.2e-60  201.6   3.9   2   2   6.7e-14   5.8e-12   43.6   0.1   210   300   312   411   255   455 0.81 -
augustus_predicted_4531 -            798 1049599at2759        -            340     2e-19   68.1   0.1   1   3   0.00059     0.051   10.9   0.0   228   265   462   499   453   512 0.82 -
augustus_predicted_4531 -            798 1049599at2759        -            340     2e-19   68.1   0.1   2   3   8.8e-05    0.0076   13.6   0.1   198   260   527   595   517   599 0.75 -
augustus_predicted_4531 -            798 1049599at2759        -            340     2e-19   68.1   0.1   3   3   1.6e-12   1.4e-10   39.1   0.0   198   297   611   729   602   763 0.81 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   1   7    0.0023       0.2    9.0   0.0   198   261    57   124    46   132 0.84 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   2   7    0.0056      0.49    7.7   0.1   230   275   144   189   126   200 0.85 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   3   7    0.0028      0.24    8.7   0.0   234   280   262   307   244   318 0.81 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   4   7   4.7e-07   4.1e-05   21.1   0.2   198   292   304   417   302   428 0.76 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   5   7    0.0035       0.3    8.4   0.0   200   271   434   512   425   517 0.83 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   6   7   0.00072     0.063   10.6   0.0   198   265   475   548   473   554 0.78 -
augustus_predicted_4239 -            923 1049599at2759        -            340   8.7e-19   66.1   2.9   7   7       1.1        99    0.1   0.0   232   263   577   608   569   626 0.83 -
augustus_predicted_3519 -            465 1049599at2759        -            340   1.3e-15   55.6   0.1   1   4       3.7   3.2e+02   -1.6   0.0   228   260   171   203   147   218 0.74 -
augustus_predicted_3519 -            465 1049599at2759        -            340   1.3e-15   55.6   0.1   2   4       1.6   1.4e+02   -0.4   0.0   201   265   180   252   164   258 0.47 -
augustus_predicted_3519 -            465 1049599at2759        -            340   1.3e-15   55.6   0.1   3   4   2.7e-12   2.4e-10   38.3   0.0   199   336   268   417   265   421 0.73 -
augustus_predicted_3519 -            465 1049599at2759        -            340   1.3e-15   55.6   0.1   4   4   9.8e-08   8.5e-06   23.3   0.0   201   270   312   388   310   461 0.88 -
augustus_predicted_4249 -            515 1049599at2759        -            340   3.1e-15   54.4   1.5   1   4   6.3e-06   0.00055   17.4   0.0   210   264   159   218   119   222 0.76 -
augustus_predicted_4249 -            515 1049599at2759        -            340   3.1e-15   54.4   1.5   2   4     0.002      0.17    9.2   0.1   210   271   250   316   237   326 0.77 -
augustus_predicted_4249 -            515 1049599at2759        -            340   3.1e-15   54.4   1.5   3   4   1.4e-07   1.2e-05   22.9   0.1   157   268   370   480   340   482 0.75 -
augustus_predicted_4249 -            515 1049599at2759        -            340   3.1e-15   54.4   1.5   4   4    0.0017      0.15    9.4   0.1   200   260   448   514   446   515 0.80 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   1   6    0.0068      0.59    7.4   0.0   200   263    15    84    12    86 0.68 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   2   6   6.8e-06    0.0006   17.3   0.0   198   265    55   128    52   134 0.85 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   3   6   8.2e-05    0.0071   13.7   0.1   199   262    98   167    93   174 0.82 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   4   6      0.22        19    2.4   0.0   235   265   212   242   205   249 0.81 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   5   6     9e-05    0.0078   13.6   0.0   197   300   254   360   246   394 0.81 -
augustus_predicted_87   -           1201 1049599at2759        -            340   3.2e-14   51.0   3.8   6   6     0.032       2.8    5.2   0.3   162   252   422   512   409   549 0.77 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   1   6   0.00014     0.012   13.0   0.1   236   291    83   150    74   155 0.63 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   2   6   0.00036     0.031   11.6   0.3   208   265   174   235   170   246 0.77 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   3   6   0.00062     0.054   10.8   0.0   198   264   393   462   381   469 0.84 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   4   6     0.041       3.6    4.8   0.0   236   265   477   506   467   513 0.85 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   5   6     0.083       7.2    3.8   0.0   189   261   524   602   521   608 0.82 -
augustus_predicted_2612 -            943 1049599at2759        -            340   4.9e-14   50.4  11.0   6   6      0.02       1.8    5.8   0.2   198   263   617   688   607   695 0.83 -
augustus_predicted_5015 -            303 1049599at2759        -            340   5.4e-12   43.7   1.7   1   3   4.6e-05     0.004   14.6   0.0   198   264    34   107     8   112 0.77 -
augustus_predicted_5015 -            303 1049599at2759        -            340   5.4e-12   43.7   1.7   2   3     1e-05   0.00088   16.7   0.0   197   265   117   192   108   197 0.86 -
augustus_predicted_5015 -            303 1049599at2759        -            340   5.4e-12   43.7   1.7   3   3    0.0025      0.22    8.9   0.5   199   265   210   283   198   287 0.72 -
augustus_predicted_4260 -            713 1049599at2759        -            340   5.7e-12   43.6   9.5   1   5     0.058         5    4.4   0.0   230   263   342   374   333   381 0.77 -
augustus_predicted_4260 -            713 1049599at2759        -            340   5.7e-12   43.6   9.5   2   5   1.4e-05    0.0012   16.2   0.0   229   265   440   476   376   481 0.64 -
