#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
augustus_predicted_3893 -            807 759498at2759         -            434  4.2e-163  541.3  10.6   1   3   4.7e-37   3.5e-35  119.8   0.0     1   114   154   289   154   308 0.84 -
augustus_predicted_3893 -            807 759498at2759         -            434  4.2e-163  541.3  10.6   2   3   2.3e-57   1.7e-55  186.8   0.6   114   252   321   472   314   478 0.90 -
augustus_predicted_3893 -            807 759498at2759         -            434  4.2e-163  541.3  10.6   3   3   2.2e-73   1.7e-71  239.5   1.5   263   434   618   805   608   805 0.94 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   1   6      0.34        25    1.7   0.0   210   247   459   496   426   500 0.75 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   2   6   2.8e-07   2.1e-05   21.7   0.0   212   250   520   558   509   562 0.88 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   3   6   9.9e-05    0.0074   13.3   0.0   211   246   561   596   556   599 0.94 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   4   6   2.3e-08   1.7e-06   25.3   0.0   208   252   600   644   597   648 0.94 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   5   6   3.9e-07   2.9e-05   21.3   0.0   212   251   646   685   643   688 0.94 -
augustus_predicted_4531 -            798 759498at2759         -            434   4.3e-30  103.1   0.8   6   6    0.0001    0.0076   13.3   0.0   213   249   689   726   686   729 0.86 -
augustus_predicted_3243 -            451 759498at2759         -            434   2.2e-25   87.5   2.5   1   5   9.2e-08   6.8e-06   23.3   0.0   212   251   134   174   115   182 0.86 -
augustus_predicted_3243 -            451 759498at2759         -            434   2.2e-25   87.5   2.5   2   5    0.0001    0.0075   13.3   0.0   212   250   177   215   174   218 0.91 -
augustus_predicted_3243 -            451 759498at2759         -            434   2.2e-25   87.5   2.5   3   5   2.8e-05    0.0021   15.1   0.0   213   251   220   258   217   263 0.89 -
augustus_predicted_3243 -            451 759498at2759         -            434   2.2e-25   87.5   2.5   4   5   5.6e-08   4.1e-06   24.0   0.0   209   357   258   388   255   408 0.86 -
augustus_predicted_3243 -            451 759498at2759         -            434   2.2e-25   87.5   2.5   5   5     0.089       6.7    3.6   0.0   217   246   399   428   392   434 0.86 -
augustus_predicted_4260 -            713 759498at2759         -            434   4.3e-25   86.6   0.6   1   7     0.073       5.4    3.9   0.0   213   250   340   376   310   381 0.80 -
